name,degreein,date
270,28,2020-06-21
149,22,2020-06-21
262,20,2020-06-21
188,17,2020-06-21
31,13,2020-06-21
153,12,2020-06-21
151,12,2020-06-21
235,11,2020-06-21
229,9,2020-06-21
242,9,2020-06-21
161,5,2020-06-21
34,107,2020-06-28
159,83,2020-06-28
41,76,2020-06-28
89,73,2020-06-28
94,69,2020-06-28
207,69,2020-06-28
154,66,2020-06-28
262,65,2020-06-28
149,63,2020-06-28
270,57,2020-06-28
233,55,2020-06-28
278,52,2020-06-28
181,48,2020-06-28
86,46,2020-06-28
70,45,2020-06-28
142,38,2020-06-28
69,32,2020-06-28
1,29,2020-06-28
31,18,2020-06-28
151,18,2020-06-28
188,17,2020-06-28
9,12,2020-06-28
108,9,2020-06-28
229,8,2020-06-28
242,6,2020-06-28
235,6,2020-06-28
153,6,2020-06-28
161,1,2020-06-28
69,91,2020-07-05
41,73,2020-07-05
154,62,2020-07-05
34,38,2020-07-05
159,37,2020-07-05
270,36,2020-07-05
94,26,2020-07-05
142,25,2020-07-05
108,23,2020-07-05
181,22,2020-07-05
86,21,2020-07-05
278,12,2020-07-05
89,8,2020-07-05
9,7,2020-07-05
207,6,2020-07-05
1,6,2020-07-05
262,4,2020-07-05
31,4,2020-07-05
233,1,2020-07-05
151,1,2020-07-05
229,0,2020-07-05
242,0,2020-07-05
188,0,2020-07-05
235,0,2020-07-05
153,0,2020-07-05
149,0,2020-07-05
70,0,2020-07-05
161,0,2020-07-05
154,85,2020-07-12
34,62,2020-07-12
142,58,2020-07-12
41,54,2020-07-12
159,51,2020-07-12
69,44,2020-07-12
188,41,2020-07-12
270,37,2020-07-12
153,31,2020-07-12
278,30,2020-07-12
70,26,2020-07-12
89,22,2020-07-12
1,22,2020-07-12
207,14,2020-07-12
86,14,2020-07-12
94,12,2020-07-12
181,12,2020-07-12
233,10,2020-07-12
31,2,2020-07-12
262,1,2020-07-12
151,1,2020-07-12
229,0,2020-07-12
242,0,2020-07-12
235,0,2020-07-12
9,0,2020-07-12
149,0,2020-07-12
161,0,2020-07-12
108,0,2020-07-12
69,76,2020-07-19
154,60,2020-07-19
41,49,2020-07-19
159,42,2020-07-19
70,39,2020-07-19
142,36,2020-07-19
86,33,2020-07-19
262,30,2020-07-19
181,26,2020-07-19
34,22,2020-07-19
89,21,2020-07-19
94,20,2020-07-19
149,17,2020-07-19
207,16,2020-07-19
278,15,2020-07-19
270,9,2020-07-19
153,2,2020-07-19
229,0,2020-07-19
242,0,2020-07-19
188,0,2020-07-19
235,0,2020-07-19
233,0,2020-07-19
9,0,2020-07-19
31,0,2020-07-19
1,0,2020-07-19
151,0,2020-07-19
161,0,2020-07-19
108,0,2020-07-19
154,110,2020-07-26
278,81,2020-07-26
34,80,2020-07-26
69,78,2020-07-26
108,57,2020-07-26
159,56,2020-07-26
94,55,2020-07-26
181,55,2020-07-26
86,45,2020-07-26
142,41,2020-07-26
41,34,2020-07-26
89,33,2020-07-26
270,31,2020-07-26
207,28,2020-07-26
70,24,2020-07-26
262,14,2020-07-26
149,12,2020-07-26
233,10,2020-07-26
229,0,2020-07-26
242,0,2020-07-26
188,0,2020-07-26
235,0,2020-07-26
9,0,2020-07-26
153,0,2020-07-26
31,0,2020-07-26
1,0,2020-07-26
151,0,2020-07-26
161,0,2020-07-26
41,297,2020-08-02
69,274,2020-08-02
159,162,2020-08-02
94,150,2020-08-02
89,116,2020-08-02
207,113,2020-08-02
270,111,2020-08-02
154,96,2020-08-02
34,83,2020-08-02
181,82,2020-08-02
108,77,2020-08-02
86,74,2020-08-02
278,67,2020-08-02
233,60,2020-08-02
1,59,2020-08-02
149,56,2020-08-02
70,55,2020-08-02
153,52,2020-08-02
262,48,2020-08-02
142,45,2020-08-02
229,39,2020-08-02
9,39,2020-08-02
31,39,2020-08-02
151,39,2020-08-02
188,37,2020-08-02
242,33,2020-08-02
235,33,2020-08-02
161,0,2020-08-02
41,172,2020-08-09
69,168,2020-08-09
94,105,2020-08-09
108,77,2020-08-09
153,69,2020-08-09
89,65,2020-08-09
270,62,2020-08-09
207,61,2020-08-09
70,60,2020-08-09
34,56,2020-08-09
86,56,2020-08-09
142,56,2020-08-09
181,54,2020-08-09
159,53,2020-08-09
188,51,2020-08-09
154,47,2020-08-09
233,39,2020-08-09
31,36,2020-08-09
235,25,2020-08-09
151,21,2020-08-09
262,16,2020-08-09
1,10,2020-08-09
278,10,2020-08-09
9,8,2020-08-09
149,4,2020-08-09
229,0,2020-08-09
242,0,2020-08-09
161,0,2020-08-09
154,138,2020-08-16
34,96,2020-08-16
70,86,2020-08-16
86,85,2020-08-16
181,73,2020-08-16
153,58,2020-08-16
41,48,2020-08-16
235,47,2020-08-16
233,46,2020-08-16
31,45,2020-08-16
188,42,2020-08-16
142,40,2020-08-16
262,31,2020-08-16
278,30,2020-08-16
9,29,2020-08-16
229,27,2020-08-16
69,27,2020-08-16
159,25,2020-08-16
270,25,2020-08-16
1,25,2020-08-16
89,22,2020-08-16
151,22,2020-08-16
94,20,2020-08-16
207,16,2020-08-16
108,9,2020-08-16
242,6,2020-08-16
149,6,2020-08-16
161,0,2020-08-16
86,142,2020-08-23
34,112,2020-08-23
262,94,2020-08-23
181,87,2020-08-23
154,84,2020-08-23
70,82,2020-08-23
270,78,2020-08-23
1,67,2020-08-23
278,63,2020-08-23
41,59,2020-08-23
159,58,2020-08-23
31,53,2020-08-23
142,52,2020-08-23
151,47,2020-08-23
233,43,2020-08-23
94,38,2020-08-23
9,36,2020-08-23
89,35,2020-08-23
149,32,2020-08-23
69,27,2020-08-23
207,25,2020-08-23
235,19,2020-08-23
242,18,2020-08-23
153,17,2020-08-23
229,14,2020-08-23
188,14,2020-08-23
108,9,2020-08-23
161,0,2020-08-23
34,276,2020-08-30
108,270,2020-08-30
94,262,2020-08-30
86,237,2020-08-30
41,232,2020-08-30
181,225,2020-08-30
154,210,2020-08-30
159,158,2020-08-30
89,144,2020-08-30
31,143,2020-08-30
207,141,2020-08-30
270,134,2020-08-30
229,132,2020-08-30
235,131,2020-08-30
70,118,2020-08-30
151,113,2020-08-30
262,111,2020-08-30
9,106,2020-08-30
278,104,2020-08-30
242,101,2020-08-30
233,96,2020-08-30
1,93,2020-08-30
153,86,2020-08-30
69,79,2020-08-30
188,70,2020-08-30
149,61,2020-08-30
142,29,2020-08-30
161,0,2020-08-30
34,308,2020-09-06
86,301,2020-09-06
94,278,2020-09-06
181,258,2020-09-06
235,255,2020-09-06
242,250,2020-09-06
108,241,2020-09-06
229,229,2020-09-06
153,227,2020-09-06
154,200,2020-09-06
159,176,2020-09-06
41,170,2020-09-06
207,168,2020-09-06
89,161,2020-09-06
70,161,2020-09-06
233,148,2020-09-06
69,130,2020-09-06
9,113,2020-09-06
31,102,2020-09-06
270,99,2020-09-06
278,99,2020-09-06
188,97,2020-09-06
151,90,2020-09-06
262,86,2020-09-06
1,84,2020-09-06
142,60,2020-09-06
149,47,2020-09-06
161,3,2020-09-06
41,278,2020-09-13
94,244,2020-09-13
154,233,2020-09-13
34,231,2020-09-13
235,230,2020-09-13
242,222,2020-09-13
181,219,2020-09-13
229,217,2020-09-13
159,208,2020-09-13
86,204,2020-09-13
89,188,2020-09-13
207,185,2020-09-13
153,182,2020-09-13
70,164,2020-09-13
69,157,2020-09-13
31,139,2020-09-13
9,138,2020-09-13
108,132,2020-09-13
151,130,2020-09-13
262,120,2020-09-13
270,99,2020-09-13
278,95,2020-09-13
1,90,2020-09-13
233,86,2020-09-13
188,62,2020-09-13
142,57,2020-09-13
149,54,2020-09-13
161,0,2020-09-13
94,272,2020-09-20
207,250,2020-09-20
154,248,2020-09-20
229,247,2020-09-20
242,235,2020-09-20
159,232,2020-09-20
235,228,2020-09-20
89,226,2020-09-20
34,226,2020-09-20
86,219,2020-09-20
41,218,2020-09-20
181,197,2020-09-20
108,164,2020-09-20
70,163,2020-09-20
153,154,2020-09-20
69,140,2020-09-20
151,131,2020-09-20
262,126,2020-09-20
31,121,2020-09-20
270,112,2020-09-20
278,104,2020-09-20
233,92,2020-09-20
1,92,2020-09-20
9,91,2020-09-20
188,56,2020-09-20
149,56,2020-09-20
142,39,2020-09-20
161,4,2020-09-20
94,240,2020-09-27
41,237,2020-09-27
159,209,2020-09-27
9,202,2020-09-27
108,184,2020-09-27
207,177,2020-09-27
154,166,2020-09-27
89,162,2020-09-27
242,148,2020-09-27
235,146,2020-09-27
229,145,2020-09-27
70,126,2020-09-27
153,118,2020-09-27
34,109,2020-09-27
86,89,2020-09-27
181,87,2020-09-27
270,82,2020-09-27
69,80,2020-09-27
188,69,2020-09-27
233,64,2020-09-27
31,63,2020-09-27
151,62,2020-09-27
142,57,2020-09-27
262,56,2020-09-27
278,55,2020-09-27
1,47,2020-09-27
149,22,2020-09-27
161,0,2020-09-27
154,342,2020-10-04
94,295,2020-10-04
159,286,2020-10-04
86,282,2020-10-04
207,277,2020-10-04
235,276,2020-10-04
70,276,2020-10-04
229,271,2020-10-04
34,260,2020-10-04
153,246,2020-10-04
181,241,2020-10-04
89,237,2020-10-04
41,235,2020-10-04
242,224,2020-10-04
151,202,2020-10-04
9,199,2020-10-04
270,198,2020-10-04
1,196,2020-10-04
278,192,2020-10-04
262,188,2020-10-04
31,183,2020-10-04
69,162,2020-10-04
108,162,2020-10-04
233,148,2020-10-04
188,133,2020-10-04
149,107,2020-10-04
142,35,2020-10-04
161,0,2020-10-04
34,392,2020-10-11
86,369,2020-10-11
181,304,2020-10-11
154,157,2020-10-11
70,108,2020-10-11
262,107,2020-10-11
151,92,2020-10-11
31,69,2020-10-11
159,56,2020-10-11
270,54,2020-10-11
94,48,2020-10-11
233,48,2020-10-11
149,47,2020-10-11
142,43,2020-10-11
1,40,2020-10-11
278,39,2020-10-11
41,39,2020-10-11
207,36,2020-10-11
108,32,2020-10-11
242,27,2020-10-11
89,26,2020-10-11
229,24,2020-10-11
153,23,2020-10-11
235,22,2020-10-11
69,19,2020-10-11
188,9,2020-10-11
9,9,2020-10-11
161,0,2020-10-11
34,229,2020-10-18
86,171,2020-10-18
108,168,2020-10-18
41,155,2020-10-18
181,144,2020-10-18
69,136,2020-10-18
154,122,2020-10-18
94,116,2020-10-18
159,74,2020-10-18
70,72,2020-10-18
242,70,2020-10-18
229,64,2020-10-18
207,60,2020-10-18
233,60,2020-10-18
235,57,2020-10-18
270,53,2020-10-18
153,51,2020-10-18
278,50,2020-10-18
89,47,2020-10-18
9,42,2020-10-18
151,37,2020-10-18
31,36,2020-10-18
1,32,2020-10-18
262,31,2020-10-18
188,27,2020-10-18
142,21,2020-10-18
149,15,2020-10-18
161,0,2020-10-18
34,290,2020-10-25
41,263,2020-10-25
154,243,2020-10-25
9,198,2020-10-25
94,191,2020-10-25
159,190,2020-10-25
270,156,2020-10-25
181,155,2020-10-25
69,153,2020-10-25
86,144,2020-10-25
207,132,2020-10-25
235,129,2020-10-25
242,125,2020-10-25
229,123,2020-10-25
89,122,2020-10-25
70,113,2020-10-25
153,107,2020-10-25
108,101,2020-10-25
278,100,2020-10-25
233,76,2020-10-25
31,69,2020-10-25
1,67,2020-10-25
151,64,2020-10-25
149,59,2020-10-25
262,39,2020-10-25
142,38,2020-10-25
188,35,2020-10-25
161,0,2020-10-25
94,329,2020-11-01
108,237,2020-11-01
159,219,2020-11-01
34,214,2020-11-01
41,212,2020-11-01
154,186,2020-11-01
69,175,2020-11-01
181,165,2020-11-01
86,163,2020-11-01
9,162,2020-11-01
207,158,2020-11-01
153,151,2020-11-01
229,138,2020-11-01
242,136,2020-11-01
235,134,2020-11-01
233,119,2020-11-01
70,119,2020-11-01
89,118,2020-11-01
278,91,2020-11-01
31,87,2020-11-01
151,85,2020-11-01
142,74,2020-11-01
262,73,2020-11-01
270,65,2020-11-01
188,64,2020-11-01
149,60,2020-11-01
1,58,2020-11-01
161,0,2020-11-01
154,258,2020-11-08
94,232,2020-11-08
159,187,2020-11-08
34,179,2020-11-08
70,177,2020-11-08
86,159,2020-11-08
278,149,2020-11-08
41,146,2020-11-08
181,145,2020-11-08
151,143,2020-11-08
270,139,2020-11-08
1,136,2020-11-08
31,131,2020-11-08
108,126,2020-11-08
229,117,2020-11-08
235,115,2020-11-08
233,114,2020-11-08
262,114,2020-11-08
89,110,2020-11-08
242,107,2020-11-08
153,107,2020-11-08
207,106,2020-11-08
9,106,2020-11-08
69,95,2020-11-08
142,62,2020-11-08
188,49,2020-11-08
149,46,2020-11-08
161,0,2020-11-08
154,337,2020-11-15
41,231,2020-11-15
69,186,2020-11-15
70,176,2020-11-15
34,148,2020-11-15
229,147,2020-11-15
153,128,2020-11-15
242,127,2020-11-15
235,113,2020-11-15
151,97,2020-11-15
94,94,2020-11-15
108,93,2020-11-15
270,79,2020-11-15
31,78,2020-11-15
89,71,2020-11-15
159,69,2020-11-15
207,63,2020-11-15
262,56,2020-11-15
181,54,2020-11-15
9,53,2020-11-15
142,49,2020-11-15
86,48,2020-11-15
233,44,2020-11-15
1,41,2020-11-15
278,38,2020-11-15
188,36,2020-11-15
149,17,2020-11-15
161,0,2020-11-15
154,294,2020-11-22
94,189,2020-11-22
262,183,2020-11-22
34,175,2020-11-22
70,173,2020-11-22
229,171,2020-11-22
31,168,2020-11-22
151,158,2020-11-22
235,149,2020-11-22
242,147,2020-11-22
86,135,2020-11-22
153,134,2020-11-22
108,131,2020-11-22
159,118,2020-11-22
9,118,2020-11-22
41,116,2020-11-22
207,113,2020-11-22
181,108,2020-11-22
89,98,2020-11-22
270,89,2020-11-22
278,79,2020-11-22
1,76,2020-11-22
69,71,2020-11-22
233,65,2020-11-22
149,58,2020-11-22
188,52,2020-11-22
142,23,2020-11-22
161,0,2020-11-22
154,377,2020-11-29
41,355,2020-11-29
69,287,2020-11-29
235,284,2020-11-29
34,254,2020-11-29
70,231,2020-11-29
229,218,2020-11-29
153,207,2020-11-29
94,195,2020-11-29
242,176,2020-11-29
86,175,2020-11-29
262,154,2020-11-29
31,146,2020-11-29
151,146,2020-11-29
181,143,2020-11-29
207,139,2020-11-29
270,136,2020-11-29
159,128,2020-11-29
108,124,2020-11-29
278,120,2020-11-29
1,116,2020-11-29
89,108,2020-11-29
9,104,2020-11-29
233,98,2020-11-29
149,86,2020-11-29
188,63,2020-11-29
142,26,2020-11-29
161,0,2020-11-29
154,286,2020-12-06
235,281,2020-12-06
153,223,2020-12-06
34,193,2020-12-06
242,185,2020-12-06
229,179,2020-12-06
70,177,2020-12-06
94,173,2020-12-06
159,169,2020-12-06
207,152,2020-12-06
151,148,2020-12-06
86,130,2020-12-06
31,123,2020-12-06
89,122,2020-12-06
181,119,2020-12-06
270,102,2020-12-06
41,102,2020-12-06
262,89,2020-12-06
278,85,2020-12-06
69,81,2020-12-06
1,79,2020-12-06
108,70,2020-12-06
9,65,2020-12-06
149,49,2020-12-06
188,46,2020-12-06
233,43,2020-12-06
142,41,2020-12-06
161,0,2020-12-06
154,519,2020-12-13
108,418,2020-12-13
94,382,2020-12-13
34,371,2020-12-13
41,363,2020-12-13
69,238,2020-12-13
270,221,2020-12-13
9,206,2020-12-13
278,204,2020-12-13
86,188,2020-12-13
229,186,2020-12-13
207,176,2020-12-13
159,174,2020-12-13
235,154,2020-12-13
242,152,2020-12-13
70,144,2020-12-13
181,142,2020-12-13
31,138,2020-12-13
153,137,2020-12-13
1,122,2020-12-13
89,103,2020-12-13
262,103,2020-12-13
151,84,2020-12-13
233,73,2020-12-13
142,52,2020-12-13
149,50,2020-12-13
188,49,2020-12-13
161,0,2020-12-13
41,231,2020-12-20
69,213,2020-12-20
34,191,2020-12-20
86,150,2020-12-20
154,147,2020-12-20
181,141,2020-12-20
278,118,2020-12-20
108,90,2020-12-20
94,79,2020-12-20
70,77,2020-12-20
229,72,2020-12-20
9,66,2020-12-20
270,64,2020-12-20
1,56,2020-12-20
242,53,2020-12-20
142,45,2020-12-20
159,44,2020-12-20
207,39,2020-12-20
89,36,2020-12-20
31,32,2020-12-20
151,32,2020-12-20
235,26,2020-12-20
233,25,2020-12-20
262,24,2020-12-20
188,16,2020-12-20
149,16,2020-12-20
153,11,2020-12-20
161,0,2020-12-20
108,167,2020-12-27
41,164,2020-12-27
94,149,2020-12-27
34,116,2020-12-27
69,116,2020-12-27
181,99,2020-12-27
86,83,2020-12-27
159,76,2020-12-27
154,60,2020-12-27
207,53,2020-12-27
89,43,2020-12-27
142,26,2020-12-27
70,22,2020-12-27
278,19,2020-12-27
153,15,2020-12-27
229,12,2020-12-27
235,11,2020-12-27
233,9,2020-12-27
270,8,2020-12-27
242,7,2020-12-27
9,5,2020-12-27
188,3,2020-12-27
262,3,2020-12-27
31,3,2020-12-27
151,3,2020-12-27
1,2,2020-12-27
149,0,2020-12-27
161,0,2020-12-27
108,150,2021-01-03
94,109,2021-01-03
242,95,2021-01-03
41,84,2021-01-03
229,78,2021-01-03
154,68,2021-01-03
69,65,2021-01-03
34,48,2021-01-03
142,42,2021-01-03
159,39,2021-01-03
235,38,2021-01-03
278,37,2021-01-03
207,33,2021-01-03
181,33,2021-01-03
153,31,2021-01-03
89,30,2021-01-03
86,29,2021-01-03
31,27,2021-01-03
151,27,2021-01-03
262,25,2021-01-03
70,25,2021-01-03
270,24,2021-01-03
233,24,2021-01-03
188,21,2021-01-03
9,17,2021-01-03
1,16,2021-01-03
149,14,2021-01-03
161,0,2021-01-03
108,104,2021-01-10
94,53,2021-01-10
153,3,2021-01-10
89,1,2021-01-10
229,1,2021-01-10
242,1,2021-01-10
159,1,2021-01-10
188,1,2021-01-10
34,1,2021-01-10
207,1,2021-01-10
86,1,2021-01-10
235,1,2021-01-10
270,1,2021-01-10
233,1,2021-01-10
9,1,2021-01-10
262,1,2021-01-10
31,1,2021-01-10
1,1,2021-01-10
181,1,2021-01-10
278,1,2021-01-10
69,1,2021-01-10
149,1,2021-01-10
151,1,2021-01-10
154,1,2021-01-10
70,1,2021-01-10
41,1,2021-01-10
142,0,2021-01-10
161,0,2021-01-10
108,84,2021-01-17
94,72,2021-01-17
229,17,2021-01-17
242,17,2021-01-17
235,12,2021-01-17
34,10,2021-01-17
153,6,2021-01-17
89,1,2021-01-17
159,1,2021-01-17
188,1,2021-01-17
207,1,2021-01-17
86,1,2021-01-17
270,1,2021-01-17
233,1,2021-01-17
9,1,2021-01-17
262,1,2021-01-17
31,1,2021-01-17
1,1,2021-01-17
181,1,2021-01-17
278,1,2021-01-17
69,1,2021-01-17
149,1,2021-01-17
151,1,2021-01-17
154,1,2021-01-17
70,1,2021-01-17
41,1,2021-01-17
142,0,2021-01-17
161,0,2021-01-17
108,126,2021-01-24
94,90,2021-01-24
229,41,2021-01-24
242,41,2021-01-24
86,24,2021-01-24
235,22,2021-01-24
153,22,2021-01-24
159,19,2021-01-24
188,19,2021-01-24
34,19,2021-01-24
207,19,2021-01-24
270,19,2021-01-24
233,19,2021-01-24
9,19,2021-01-24
262,19,2021-01-24
31,19,2021-01-24
1,19,2021-01-24
181,19,2021-01-24
69,19,2021-01-24
149,19,2021-01-24
151,19,2021-01-24
154,19,2021-01-24
70,19,2021-01-24
41,19,2021-01-24
89,18,2021-01-24
278,18,2021-01-24
142,0,2021-01-24
161,0,2021-01-24
229,73,2021-01-31
108,71,2021-01-31
242,69,2021-01-31
94,59,2021-01-31
153,40,2021-01-31
235,33,2021-01-31
188,31,2021-01-31
159,29,2021-01-31
34,29,2021-01-31
207,29,2021-01-31
86,29,2021-01-31
270,29,2021-01-31
233,29,2021-01-31
262,29,2021-01-31
31,29,2021-01-31
1,29,2021-01-31
278,29,2021-01-31
149,29,2021-01-31
151,29,2021-01-31
154,29,2021-01-31
70,29,2021-01-31
41,29,2021-01-31
181,28,2021-01-31
9,27,2021-01-31
89,24,2021-01-31
69,22,2021-01-31
142,0,2021-01-31
161,0,2021-01-31
108,279,2021-02-07
94,138,2021-02-07
242,53,2021-02-07
229,43,2021-02-07
89,5,2021-02-07
159,5,2021-02-07
188,5,2021-02-07
34,5,2021-02-07
86,5,2021-02-07
235,5,2021-02-07
270,5,2021-02-07
233,5,2021-02-07
9,5,2021-02-07
262,5,2021-02-07
31,5,2021-02-07
1,5,2021-02-07
181,5,2021-02-07
278,5,2021-02-07
69,5,2021-02-07
149,5,2021-02-07
151,5,2021-02-07
154,5,2021-02-07
70,5,2021-02-07
41,5,2021-02-07
207,3,2021-02-07
153,3,2021-02-07
142,0,2021-02-07
161,0,2021-02-07
108,90,2021-02-14
94,67,2021-02-14
242,60,2021-02-14
229,50,2021-02-14
89,9,2021-02-14
207,9,2021-02-14
86,9,2021-02-14
235,9,2021-02-14
270,9,2021-02-14
233,9,2021-02-14
9,9,2021-02-14
262,9,2021-02-14
31,9,2021-02-14
1,9,2021-02-14
181,9,2021-02-14
69,9,2021-02-14
149,9,2021-02-14
151,9,2021-02-14
154,9,2021-02-14
70,9,2021-02-14
41,9,2021-02-14
159,8,2021-02-14
34,8,2021-02-14
153,8,2021-02-14
278,8,2021-02-14
188,6,2021-02-14
142,0,2021-02-14
161,0,2021-02-14
108,174,2021-02-21
94,102,2021-02-21
242,21,2021-02-21
229,16,2021-02-21
89,7,2021-02-21
188,7,2021-02-21
34,7,2021-02-21
207,7,2021-02-21
86,7,2021-02-21
235,7,2021-02-21
270,7,2021-02-21
233,7,2021-02-21
9,7,2021-02-21
153,7,2021-02-21
262,7,2021-02-21
31,7,2021-02-21
1,7,2021-02-21
181,7,2021-02-21
278,7,2021-02-21
149,7,2021-02-21
151,7,2021-02-21
154,7,2021-02-21
70,7,2021-02-21
41,7,2021-02-21
159,5,2021-02-21
69,5,2021-02-21
142,0,2021-02-21
161,0,2021-02-21
108,99,2021-02-28
94,64,2021-02-28
242,38,2021-02-28
229,32,2021-02-28
262,3,2021-02-28
89,1,2021-02-28
159,1,2021-02-28
188,1,2021-02-28
34,1,2021-02-28
207,1,2021-02-28
86,1,2021-02-28
235,1,2021-02-28
270,1,2021-02-28
233,1,2021-02-28
9,1,2021-02-28
153,1,2021-02-28
31,1,2021-02-28
1,1,2021-02-28
181,1,2021-02-28
278,1,2021-02-28
69,1,2021-02-28
149,1,2021-02-28
151,1,2021-02-28
154,1,2021-02-28
70,1,2021-02-28
41,1,2021-02-28
142,0,2021-02-28
161,0,2021-02-28
108,227,2021-03-07
94,129,2021-03-07
229,43,2021-03-07
242,35,2021-03-07
262,12,2021-03-07
89,10,2021-03-07
159,10,2021-03-07
34,10,2021-03-07
207,10,2021-03-07
86,10,2021-03-07
235,10,2021-03-07
270,10,2021-03-07
233,10,2021-03-07
9,10,2021-03-07
31,10,2021-03-07
1,10,2021-03-07
181,10,2021-03-07
69,10,2021-03-07
149,10,2021-03-07
151,10,2021-03-07
154,10,2021-03-07
70,10,2021-03-07
41,10,2021-03-07
188,9,2021-03-07
153,9,2021-03-07
278,5,2021-03-07
142,0,2021-03-07
161,0,2021-03-07
108,80,2021-03-14
94,62,2021-03-14
242,27,2021-03-14
229,15,2021-03-14
159,3,2021-03-14
188,3,2021-03-14
34,3,2021-03-14
207,3,2021-03-14
86,3,2021-03-14
235,3,2021-03-14
270,3,2021-03-14
233,3,2021-03-14
9,3,2021-03-14
153,3,2021-03-14
262,3,2021-03-14
31,3,2021-03-14
1,3,2021-03-14
181,3,2021-03-14
278,3,2021-03-14
69,3,2021-03-14
149,3,2021-03-14
151,3,2021-03-14
154,3,2021-03-14
70,3,2021-03-14
41,3,2021-03-14
89,0,2021-03-14
142,0,2021-03-14
161,0,2021-03-14
108,63,2021-03-21
94,51,2021-03-21
242,46,2021-03-21
229,40,2021-03-21
159,3,2021-03-21
89,2,2021-03-21
188,2,2021-03-21
34,2,2021-03-21
207,2,2021-03-21
86,2,2021-03-21
235,2,2021-03-21
270,2,2021-03-21
233,2,2021-03-21
9,2,2021-03-21
153,2,2021-03-21
262,2,2021-03-21
31,2,2021-03-21
1,2,2021-03-21
181,2,2021-03-21
278,2,2021-03-21
69,2,2021-03-21
149,2,2021-03-21
151,2,2021-03-21
154,2,2021-03-21
70,2,2021-03-21
41,2,2021-03-21
142,0,2021-03-21
161,0,2021-03-21
