pair_key,friendship,friendship_strength,lost_con,lockdown
14 25,2.25,2.247499999999999,FALSE,FALSE
14 25,0.25,2.249999999999999,TRUE,FALSE
14 25,0.4,1.516666666666666,TRUE,FALSE
14 25,8,2.7249999999999996,FALSE,TRUE
14 25,0.08,2.182499999999999,TRUE,TRUE
14 25,13.5,5.494999999999999,FALSE,TRUE
14 25,0.16,5.435,TRUE,TRUE
14 25,0.08,3.4549999999999996,TRUE,TRUE
14 25,0.16,3.4749999999999996,TRUE,TRUE
14 25,0.16,0.13999999999999949,FALSE,TRUE
14 26,1.2,NA,NA,FALSE
14 26,0.12,NA,NA,FALSE
14 26,0.12,NA,NA,FALSE
14 26,0.48,0.48,FALSE,FALSE
14 26,0.12,0.20999999999999996,FALSE,FALSE
14 26,0.12,0.20999999999999996,FALSE,FALSE
14 26,0.12,0.20999999999999996,FALSE,FALSE
14 26,0.6,0.23999999999999996,FALSE,FALSE
14 26,0.12,0.23999999999999996,FALSE,FALSE
14 26,0.6,0.36,FALSE,FALSE
14 26,0.36,0.41999999999999993,FALSE,FALSE
14 26,0.12,0.29999999999999993,TRUE,FALSE
14 26,0.6,0.41999999999999993,FALSE,FALSE
14 26,16,4.2700000000000005,FALSE,FALSE
14 26,15,7.930000000000001,FALSE,FALSE
14 26,41,18.150000000000002,FALSE,FALSE
14 26,42,28.5,FALSE,FALSE
14 26,11,27.25,TRUE,FALSE
14 26,19,28.25,FALSE,FALSE
14 26,45.120000000000005,29.28,FALSE,TRUE
14 26,62.72,34.46,FALSE,TRUE
14 26,69.36,49.050000000000004,FALSE,TRUE
14 26,122.6,74.95,FALSE,TRUE
14 26,18,68.17,TRUE,TRUE
14 26,47,64.24,FALSE,TRUE
14 26,92.12,69.93,FALSE,TRUE
14 26,65,55.53,FALSE,TRUE
14 26,0.36,51.120000000000005,TRUE,TRUE
14 26,37,48.620000000000005,FALSE,TRUE
14 26,66,42.09,FALSE,TRUE
14 26,121.24000000000001,56.150000000000006,FALSE,TRUE
14 26,27,62.81,TRUE,FALSE
14 26,8,55.56,TRUE,FALSE
14 26,0.12,39.09,TRUE,FALSE
14 26,0.48000000000000004,8.900000000000002,TRUE,FALSE
14 26,9,4.400000000000003,FALSE,TRUE
14 26,0.16,2.4400000000000026,TRUE,TRUE
14 26,26.25,8.972500000000002,FALSE,TRUE
14 26,0.24,8.912500000000003,TRUE,TRUE
14 26,0.16,6.702500000000002,TRUE,TRUE
14 26,0.24,6.722500000000003,TRUE,TRUE
14 26,0.4,0.26000000000000206,FALSE,TRUE
14 26,0.08,0.22000000000000206,TRUE,TRUE
14 26,0.08,0.20000000000000207,TRUE,TRUE
14 26,0.08,0.16000000000000206,TRUE,TRUE
14 26,0.88,0.2800000000000021,FALSE,TRUE
14 27,1.92,NA,NA,FALSE
14 27,0.24,NA,NA,FALSE
14 27,0.24,NA,NA,FALSE
14 27,0.12,0.63,TRUE,FALSE
14 27,0.24,0.21000000000000002,FALSE,FALSE
14 27,0.24,0.21000000000000002,FALSE,FALSE
14 27,0.24,0.21000000000000002,FALSE,FALSE
14 27,0.48,0.30000000000000004,FALSE,FALSE
14 27,0.36,0.33,FALSE,FALSE
14 27,0.36,0.36,FALSE,FALSE
14 27,0.72,0.48,FALSE,FALSE
14 27,0.24,0.42000000000000004,FALSE,FALSE
14 27,0.36,0.42000000000000004,FALSE,FALSE
14 27,0.24,0.39,FALSE,FALSE
14 27,0.36,0.30000000000000004,FALSE,FALSE
14 27,1.08,0.51,FALSE,FALSE
14 27,0.24,0.48000000000000004,TRUE,FALSE
14 27,0.36,0.51,FALSE,FALSE
14 27,1.2,0.72,FALSE,FALSE
14 27,0.36,0.54,FALSE,FALSE
14 27,0.24,0.54,TRUE,FALSE
14 27,0.36,0.54,FALSE,FALSE
14 27,0.12,0.27,TRUE,FALSE
14 27,1.44,0.54,FALSE,TRUE
14 27,1.44,0.84,FALSE,TRUE
14 27,0.48,0.87,FALSE,TRUE
14 27,0.6,0.99,FALSE,TRUE
14 27,0.96,0.87,FALSE,TRUE
14 27,0.72,0.69,FALSE,TRUE
14 27,1.3199999999999998,0.8999999999999999,FALSE,TRUE
14 27,0.48,0.87,FALSE,TRUE
14 27,0.84,0.84,FALSE,TRUE
14 27,2.04,1.17,FALSE,TRUE
14 27,0.4,0.9400000000000001,TRUE,FALSE
14 27,0.08,0.8400000000000001,TRUE,TRUE
14 27,0.08,0.65,TRUE,TRUE
14 27,0.16,0.18,FALSE,TRUE
14 27,0.16,0.12,FALSE,TRUE
14 27,0.08,0.12,FALSE,TRUE
14 27,0.16,0.14,FALSE,TRUE
14 27,0.16,0.14,FALSE,TRUE
14 27,0.08,0.12,FALSE,TRUE
14 28,1.2,NA,NA,FALSE
14 28,0.12,NA,NA,FALSE
14 28,0.12,NA,NA,FALSE
14 28,0.12,0.39,TRUE,FALSE
14 28,0.12,0.12,FALSE,FALSE
14 28,0.12,0.12,FALSE,FALSE
14 28,1.2000000000000002,0.39,FALSE,TRUE
14 28,0.12,0.39,TRUE,TRUE
14 28,1.08,0.63,FALSE,TRUE
14 28,0.24,0.66,TRUE,TRUE
15 16,0.72,NA,NA,FALSE
15 16,0.96,NA,NA,FALSE
15 16,0.12,NA,NA,FALSE
15 16,0.12,0.48,TRUE,FALSE
15 16,0.48,0.42,FALSE,FALSE
15 16,2.48,0.8,FALSE,FALSE
15 16,0.36,0.86,TRUE,FALSE
15 16,0.24,0.89,TRUE,FALSE
15 16,0.24,0.83,TRUE,FALSE
15 16,0.36,0.29999999999999993,FALSE,FALSE
15 16,0.6,0.36,FALSE,FALSE
15 16,0.24,0.36,FALSE,FALSE
15 16,0.24,0.36,FALSE,FALSE
15 16,0.48,0.38999999999999996,FALSE,FALSE
15 16,0.72,0.41999999999999993,FALSE,FALSE
15 16,0.12,0.38999999999999996,TRUE,FALSE
15 16,0.12,0.36,TRUE,TRUE
15 16,2.16,0.78,FALSE,TRUE
15 16,0.96,0.84,FALSE,TRUE
15 16,0.36,0.9,TRUE,TRUE
15 16,0.24,0.9299999999999999,TRUE,TRUE
15 16,1.3599999999999999,0.73,FALSE,TRUE
15 16,0.12,0.5199999999999999,TRUE,TRUE
15 16,0.24,0.48999999999999994,TRUE,TRUE
15 16,0.24,0.48999999999999994,TRUE,TRUE
15 16,0.36,0.23999999999999996,FALSE,TRUE
15 16,2.92,0.94,FALSE,TRUE
15 16,0.48,0.9999999999999999,TRUE,FALSE
15 16,0.12,0.97,TRUE,FALSE
15 16,0.12,0.9099999999999999,TRUE,FALSE
15 16,0.16,0.21999999999999997,FALSE,TRUE
15 16,0.08,0.11999999999999998,FALSE,TRUE
15 16,0.08,0.10999999999999999,FALSE,TRUE
15 16,0.08,0.09999999999999998,FALSE,TRUE
15 16,0.16,0.09999999999999998,FALSE,TRUE
15 16,0.08,0.09999999999999998,FALSE,TRUE
15 16,0.16,0.11999999999999998,FALSE,TRUE
15 16,0.24,0.15999999999999998,FALSE,TRUE
15 16,12.5,3.245,FALSE,FALSE
15 17,1.3199999999999998,NA,NA,FALSE
15 17,1.44,NA,NA,FALSE
15 17,0.48,NA,NA,FALSE
15 17,0.12,0.84,TRUE,FALSE
15 17,0.48,0.63,FALSE,FALSE
15 17,0.36,0.36,FALSE,FALSE
15 17,0.12,0.27,TRUE,FALSE
15 17,0.24,0.3,FALSE,FALSE
15 17,0.24,0.24,FALSE,FALSE
15 17,0.48,0.27,FALSE,FALSE
15 17,0.12,0.27,TRUE,FALSE
15 17,0.24,0.27,FALSE,FALSE
15 17,0.6,0.36,FALSE,FALSE
15 17,0.12,0.27,TRUE,FALSE
15 17,0.24,0.3,FALSE,FALSE
15 17,0.24,0.3,FALSE,FALSE
15 17,0.12,0.18,FALSE,FALSE
15 17,2.04,0.6599999999999999,FALSE,TRUE
15 17,0.96,0.84,FALSE,TRUE
15 17,0.24,0.84,TRUE,TRUE
15 17,0.75,0.9974999999999999,FALSE,TRUE
15 17,8.24,2.5475,FALSE,TRUE
15 17,1.25,2.62,TRUE,TRUE
15 17,0.24,2.62,TRUE,TRUE
15 17,0.36,2.5225,TRUE,TRUE
15 17,1.32,0.7925,FALSE,TRUE
15 17,0.12,0.51,TRUE,FALSE
15 17,0.12,0.4800000000000001,TRUE,FALSE
15 17,25,6.640000000000001,FALSE,FALSE
15 17,0.16,6.3500000000000005,TRUE,TRUE
15 17,1.1600000000000001,6.61,TRUE,TRUE
15 17,0.08,6.6000000000000005,TRUE,TRUE
15 17,0.08,0.3699999999999998,TRUE,TRUE
15 17,0.08,0.34999999999999976,TRUE,TRUE
15 17,1.3199999999999998,0.3899999999999997,FALSE,TRUE
15 17,0.08,0.3899999999999997,TRUE,TRUE
15 17,0.16,0.4099999999999997,TRUE,TRUE
15 17,0.24,0.4499999999999997,FALSE,TRUE
15 18,0.72,NA,NA,FALSE
15 18,1.08,NA,NA,FALSE
15 18,0.12,NA,NA,FALSE
15 18,0.12,0.51,TRUE,FALSE
15 18,0.48,0.45,FALSE,FALSE
15 18,0.12,0.21,FALSE,FALSE
15 18,0.12,0.21,FALSE,FALSE
15 18,0.12,0.21,FALSE,FALSE
15 18,0.12,0.12,FALSE,FALSE
15 18,0.12,0.12,FALSE,FALSE
15 18,0.48,0.21,FALSE,FALSE
15 18,0.24,0.24,FALSE,FALSE
15 18,0.24,0.27,FALSE,FALSE
15 18,0.24,0.3,FALSE,FALSE
15 18,0.12,0.21,FALSE,FALSE
15 18,0.24,0.21,FALSE,FALSE
15 18,2.64,0.81,FALSE,TRUE
15 18,0.96,0.9900000000000001,FALSE,TRUE
15 18,0.6,1.11,FALSE,TRUE
15 18,0.25,1.1125,TRUE,TRUE
15 18,6.49,2.075,FALSE,TRUE
15 18,1,2.085,TRUE,TRUE
15 18,0.12,1.965,TRUE,TRUE
15 18,0.24,1.9625000000000001,TRUE,TRUE
15 18,0.84,0.55,FALSE,TRUE
15 18,1.32,0.63,FALSE,TRUE
15 18,0.12,0.63,TRUE,FALSE
15 18,0.12,0.6000000000000001,TRUE,FALSE
15 18,0.24,0.45000000000000007,FALSE,FALSE
15 18,0.4,0.22000000000000003,FALSE,FALSE
15 18,0.16,0.23000000000000004,FALSE,TRUE
15 18,0.4,0.30000000000000004,FALSE,TRUE
15 18,0.08,0.26000000000000006,TRUE,TRUE
15 18,0.08,0.18000000000000005,TRUE,TRUE
15 18,1.52,0.52,FALSE,TRUE
15 18,0.24,0.48000000000000004,TRUE,TRUE
15 18,0.24,0.52,TRUE,TRUE
15 18,0.32,0.5800000000000001,FALSE,TRUE
15 18,0.4,0.30000000000000004,FALSE,TRUE
15 18,0.16,0.28,FALSE,TRUE
15 18,0.16,0.26,FALSE,TRUE
15 18,1.04,0.44,FALSE,TRUE
15 18,0.56,0.48000000000000004,FALSE,TRUE
15 18,0.08,0.46,TRUE,TRUE
15 19,0.72,NA,NA,FALSE
15 19,3.48,NA,NA,FALSE
15 19,0.96,NA,NA,FALSE
15 19,0.12,1.32,TRUE,FALSE
15 19,1.2,1.44,FALSE,FALSE
15 19,0.72,0.7500000000000001,FALSE,FALSE
15 19,0.36,0.6000000000000001,FALSE,FALSE
15 19,0.36,0.6600000000000001,FALSE,FALSE
15 19,0.36,0.4500000000000001,FALSE,FALSE
15 19,0.6,0.42000000000000015,FALSE,FALSE
15 19,0.72,0.5100000000000001,FALSE,FALSE
15 19,1.08,0.6900000000000002,FALSE,FALSE
15 19,0.72,0.7800000000000001,FALSE,FALSE
15 19,0.24,0.6900000000000002,TRUE,FALSE
15 19,0.24,0.5700000000000002,TRUE,FALSE
15 19,1.32,0.6300000000000001,FALSE,FALSE
15 19,0.12,0.48000000000000015,TRUE,FALSE
15 19,0.6,0.5700000000000002,FALSE,FALSE
15 19,0.6,0.6600000000000001,FALSE,FALSE
15 19,0.84,0.5400000000000001,FALSE,FALSE
15 19,0.12,0.5400000000000001,TRUE,FALSE
15 19,0.84,0.6000000000000001,FALSE,FALSE
15 19,0.24,0.5100000000000001,TRUE,FALSE
15 19,0.36,0.3900000000000001,FALSE,TRUE
15 19,2.88,1.08,FALSE,TRUE
15 19,3.8200000000000003,1.8250000000000002,FALSE,TRUE
15 19,3.66,2.68,FALSE,TRUE
15 19,0.12,2.62,TRUE,TRUE
15 19,1.08,2.1700000000000004,TRUE,TRUE
15 19,0.6,1.3650000000000002,TRUE,TRUE
15 19,2.84,1.1600000000000001,FALSE,TRUE
15 19,0.24,1.1900000000000002,TRUE,TRUE
15 19,1.2,1.22,FALSE,TRUE
15 19,3.5200000000000005,1.9500000000000002,FALSE,TRUE
15 19,0.12,1.2700000000000002,TRUE,FALSE
15 19,0.12,1.2400000000000002,TRUE,FALSE
15 19,0.4,1.0400000000000003,TRUE,TRUE
15 19,0.08,0.18000000000000013,TRUE,TRUE
15 19,0.08,0.17000000000000012,TRUE,TRUE
15 19,0.08,0.16000000000000014,TRUE,TRUE
15 19,0.08,0.08000000000000013,FALSE,TRUE
15 19,0.08,0.08000000000000013,FALSE,TRUE
15 19,0.16,0.10000000000000013,FALSE,TRUE
15 19,0.08,0.10000000000000013,FALSE,TRUE
15 19,0.16,0.12000000000000013,FALSE,TRUE
15 19,0.24,0.16000000000000014,FALSE,TRUE
15 20,0.72,NA,NA,FALSE
15 20,0.96,NA,NA,FALSE
15 20,0.12,NA,NA,FALSE
15 20,0.12,0.48,TRUE,FALSE
15 20,0.72,0.48,FALSE,FALSE
15 20,0.36,0.32999999999999996,FALSE,FALSE
15 20,0.12,0.32999999999999996,TRUE,FALSE
15 20,0.12,0.32999999999999996,TRUE,FALSE
15 20,0.72,0.32999999999999996,FALSE,FALSE
15 20,0.24,0.3,FALSE,FALSE
15 20,0.48,0.39,FALSE,FALSE
15 20,0.12,0.39,TRUE,FALSE
15 20,0.48,0.32999999999999996,FALSE,FALSE
15 20,0.36,0.36,FALSE,FALSE
15 20,2.4,0.84,FALSE,TRUE
15 20,0.96,1.05,FALSE,TRUE
15 20,0.48,1.05,TRUE,TRUE
15 20,0.12,0.99,TRUE,TRUE
15 20,0.24,0.44999999999999996,FALSE,TRUE
15 20,0.48,0.32999999999999996,FALSE,TRUE
15 20,0.24,0.2699999999999999,FALSE,TRUE
15 20,1.32,0.57,FALSE,TRUE
15 20,0.12,0.54,TRUE,FALSE
15 20,0.12,0.44999999999999996,TRUE,FALSE
15 20,0.16,0.43,TRUE,TRUE
15 20,0.08,0.12,FALSE,TRUE
15 20,0.08,0.10999999999999999,FALSE,TRUE
15 20,0.16,0.12,FALSE,TRUE
15 20,0.16,0.12,FALSE,TRUE
15 20,0.08,0.12,FALSE,TRUE
15 20,0.08,0.12,FALSE,TRUE
15 20,0.24,0.13999999999999999,FALSE,TRUE
15 21,0.6,NA,NA,FALSE
15 21,0.96,NA,NA,FALSE
15 21,0.12,NA,NA,FALSE
15 21,0.12,0.44999999999999996,TRUE,FALSE
15 21,0.36,0.38999999999999996,FALSE,FALSE
15 21,0.12,0.17999999999999997,FALSE,FALSE
15 21,0.12,0.17999999999999997,FALSE,FALSE
15 21,0.12,0.17999999999999997,FALSE,FALSE
15 21,0.48,0.20999999999999996,FALSE,FALSE
15 21,0.24,0.23999999999999996,FALSE,FALSE
15 21,0.24,0.26999999999999996,FALSE,FALSE
15 21,0.24,0.29999999999999993,FALSE,FALSE
15 21,0.24,0.23999999999999996,FALSE,FALSE
15 21,0.12,0.20999999999999996,FALSE,FALSE
15 21,2.04,0.6599999999999999,FALSE,TRUE
15 21,0.96,0.84,FALSE,TRUE
15 21,0.24,0.84,TRUE,TRUE
15 21,0.24,0.87,TRUE,TRUE
15 21,0.24,0.41999999999999993,FALSE,TRUE
15 21,0.24,0.23999999999999996,FALSE,TRUE
15 21,1.32,0.51,FALSE,TRUE
15 21,0.12,0.48,TRUE,FALSE
15 21,0.12,0.44999999999999996,TRUE,FALSE
15 21,0.16,0.43,TRUE,TRUE
15 21,0.08,0.12,FALSE,TRUE
15 21,0.08,0.10999999999999999,FALSE,TRUE
15 21,0.08,0.09999999999999999,FALSE,TRUE
15 21,1.1600000000000001,0.35000000000000003,FALSE,TRUE
15 21,0.16,0.37000000000000005,TRUE,TRUE
15 21,0.08,0.37000000000000005,TRUE,TRUE
15 21,0.16,0.39000000000000007,TRUE,TRUE
15 21,0.24,0.16,FALSE,TRUE
15 22,1.3199999999999998,NA,NA,FALSE
15 22,1.08,NA,NA,FALSE
15 22,0.36,NA,NA,FALSE
15 22,0.12,0.72,TRUE,FALSE
15 22,0.84,0.6,FALSE,FALSE
15 22,0.48,0.44999999999999996,FALSE,FALSE
15 22,0.6,0.51,FALSE,FALSE
15 22,0.12,0.51,TRUE,FALSE
15 22,0.24,0.36,FALSE,FALSE
15 22,0.36,0.32999999999999996,FALSE,FALSE
15 22,0.48,0.3,FALSE,FALSE
15 22,0.24,0.32999999999999996,FALSE,FALSE
15 22,1.36,0.61,FALSE,FALSE
15 22,1.2,0.8200000000000001,FALSE,FALSE
15 22,0.12,0.73,TRUE,FALSE
15 22,0.72,0.85,FALSE,FALSE
15 22,0.48,0.63,FALSE,FALSE
15 22,0.36,0.42,FALSE,FALSE
15 22,0.48,0.51,FALSE,TRUE
15 22,2.2800000000000002,0.9,FALSE,TRUE
15 22,1.68,1.2,FALSE,TRUE
15 22,0.36,1.2,TRUE,TRUE
15 22,0.6,1.23,TRUE,TRUE
15 22,0.12,0.69,TRUE,TRUE
15 22,0.24,0.33,FALSE,TRUE
15 22,1.44,0.6000000000000001,FALSE,TRUE
15 22,0.12,0.48000000000000004,TRUE,FALSE
15 22,0.12,0.48000000000000004,TRUE,FALSE
15 22,0.16,0.46,TRUE,TRUE
15 22,0.08,0.12000000000000008,FALSE,TRUE
15 23,0.48,NA,NA,FALSE
15 23,0.48,NA,NA,FALSE
15 23,0.84,NA,NA,FALSE
15 23,1.32,0.78,FALSE,FALSE
15 23,7.859999999999999,2.625,FALSE,FALSE
15 23,1.3599999999999999,2.8449999999999998,TRUE,FALSE
15 23,2.12,3.165,FALSE,FALSE
15 23,3.12,3.6149999999999998,FALSE,FALSE
15 23,0.12,1.68,TRUE,FALSE
15 23,0.12,1.37,TRUE,FALSE
15 23,0.12,0.8700000000000001,TRUE,FALSE
15 23,0.72,0.26999999999999996,FALSE,FALSE
15 23,0.12,0.26999999999999996,TRUE,FALSE
15 23,1.44,0.5999999999999999,FALSE,FALSE
15 23,0.36,0.6599999999999999,FALSE,FALSE
15 23,0.36,0.57,FALSE,FALSE
15 23,0.24,0.5999999999999999,TRUE,FALSE
15 23,0.24,0.29999999999999993,FALSE,FALSE
15 23,0.24,0.2699999999999999,FALSE,FALSE
15 23,0.12,0.20999999999999994,FALSE,FALSE
15 23,0.72,0.32999999999999996,FALSE,TRUE
15 23,0.6,0.41999999999999993,FALSE,TRUE
15 23,0.6,0.5099999999999999,FALSE,TRUE
15 23,0.12,0.5099999999999999,TRUE,TRUE
15 23,0.24,0.3899999999999999,FALSE,TRUE
15 23,0.48,0.35999999999999993,FALSE,TRUE
15 23,0.12,0.23999999999999994,FALSE,TRUE
15 23,0.08,0.22999999999999993,TRUE,FALSE
15 23,1.1600000000000001,0.45999999999999996,FALSE,TRUE
15 23,0.08,0.36,TRUE,TRUE
15 23,0.08,0.35,TRUE,TRUE
15 23,0.16,0.37,TRUE,TRUE
15 23,0.08,0.09999999999999996,FALSE,TRUE
15 23,0.16,0.11999999999999997,FALSE,TRUE
15 23,0.56,0.24,FALSE,TRUE
15 23,0.24,0.25999999999999995,FALSE,TRUE
15 24,1.56,NA,NA,FALSE
15 24,2.3200000000000003,NA,NA,FALSE
15 24,0.72,NA,NA,FALSE
15 24,0.6,1.3,TRUE,FALSE
15 24,1.44,1.27,FALSE,FALSE
15 24,0.12,0.72,TRUE,FALSE
15 24,0.48,0.6599999999999999,FALSE,FALSE
15 24,0.84,0.72,FALSE,FALSE
15 24,1.3599999999999999,0.7,FALSE,FALSE
15 24,1.2400000000000002,0.98,FALSE,FALSE
15 24,0.72,1.04,FALSE,FALSE
15 24,0.72,1.01,FALSE,FALSE
15 24,0.84,0.88,FALSE,FALSE
15 24,1.08,0.84,FALSE,FALSE
15 24,0.24,0.72,TRUE,FALSE
15 24,1.8,0.99,FALSE,FALSE
15 24,0.12,0.81,TRUE,FALSE
15 24,0.24,0.6,TRUE,FALSE
15 24,1.6800000000000002,0.96,FALSE,FALSE
15 24,0.24,0.5700000000000001,TRUE,FALSE
15 24,0.24,0.6,TRUE,FALSE
15 24,0.48,0.66,FALSE,FALSE
15 24,0.72,0.41999999999999993,FALSE,TRUE
15 24,3,1.1099999999999999,FALSE,TRUE
15 24,1.44,1.41,FALSE,TRUE
15 24,0.36,1.38,TRUE,TRUE
15 24,0.36,1.2899999999999998,TRUE,TRUE
15 24,0.12,0.57,TRUE,TRUE
15 24,1.44,0.57,FALSE,TRUE
15 24,0.96,0.72,FALSE,TRUE
15 24,0.36,0.72,FALSE,TRUE
15 24,0.24,0.7499999999999999,TRUE,TRUE
15 24,3,1.14,FALSE,TRUE
15 24,0.36,0.99,TRUE,FALSE
15 24,1.12,1.18,FALSE,FALSE
15 24,0.4,1.22,TRUE,TRUE
15 24,0.08,0.49,TRUE,TRUE
15 24,0.08,0.42,TRUE,TRUE
15 24,0.08,0.15999999999999998,FALSE,TRUE
15 24,0.16,0.09999999999999998,FALSE,TRUE
15 24,0.08,0.09999999999999998,FALSE,TRUE
15 24,0.16,0.11999999999999998,FALSE,TRUE
15 24,0.24,0.15999999999999998,FALSE,TRUE
15 25,0.6,NA,NA,FALSE
15 25,1.2,NA,NA,FALSE
15 25,0.12,NA,NA,FALSE
15 25,0.12,0.51,TRUE,FALSE
15 25,0.36,0.45,FALSE,FALSE
15 25,0.12,0.18,FALSE,FALSE
15 25,0.12,0.18,FALSE,FALSE
15 25,0.12,0.18,FALSE,FALSE
15 25,0.48,0.21,FALSE,FALSE
15 25,1.12,0.45999999999999996,FALSE,FALSE
15 25,0.24,0.49,TRUE,FALSE
15 25,0.24,0.52,TRUE,FALSE
15 25,0.12,0.43,TRUE,FALSE
15 25,0.12,0.18,FALSE,FALSE
15 25,2.04,0.63,FALSE,TRUE
15 25,0.96,0.81,FALSE,TRUE
15 25,0.36,0.87,TRUE,TRUE
15 25,0.12,0.87,TRUE,TRUE
15 25,0.24,0.42,FALSE,TRUE
15 25,0.36,0.27,FALSE,TRUE
15 25,0.24,0.24,FALSE,TRUE
15 25,1.32,0.54,FALSE,TRUE
15 25,0.12,0.51,TRUE,FALSE
15 25,0.12,0.45000000000000007,TRUE,FALSE
15 25,11,3.14,FALSE,FALSE
15 25,0.16,2.85,TRUE,TRUE
15 25,0.08,2.84,TRUE,TRUE
15 25,0.08,2.83,TRUE,TRUE
15 25,0.08,0.09999999999999998,FALSE,TRUE
15 25,0.08,0.07999999999999997,FALSE,TRUE
15 25,0.16,0.09999999999999998,FALSE,TRUE
15 25,0.08,0.09999999999999998,FALSE,TRUE
15 25,0.08,0.09999999999999998,FALSE,TRUE
15 25,0.24,0.13999999999999996,FALSE,TRUE
15 25,17.333333333333332,4.433333333333333,FALSE,TRUE
15 26,0.6,NA,NA,FALSE
15 26,2.08,NA,NA,FALSE
15 26,0.12,NA,NA,FALSE
15 26,0.12,0.73,TRUE,FALSE
15 26,0.72,0.76,FALSE,FALSE
15 26,0.12,0.27,TRUE,FALSE
15 26,0.24,0.3,FALSE,FALSE
15 26,0.12,0.3,TRUE,FALSE
15 26,0.12,0.15,FALSE,FALSE
15 26,0.12,0.15,FALSE,FALSE
15 26,1.08,0.36,FALSE,FALSE
15 26,1.24,0.64,FALSE,FALSE
15 26,0.84,0.8200000000000001,FALSE,FALSE
15 26,0.24,0.8500000000000001,TRUE,FALSE
15 26,0.12,0.61,TRUE,FALSE
15 26,0.12,0.32999999999999996,TRUE,FALSE
15 26,0.48,0.24,FALSE,FALSE
15 26,2,0.6799999999999999,FALSE,FALSE
15 26,8,2.65,FALSE,FALSE
15 26,0.12,2.65,TRUE,TRUE
15 26,2.76,3.2199999999999998,FALSE,TRUE
15 26,1.2,3.02,TRUE,TRUE
15 26,0.72,1.1999999999999997,FALSE,TRUE
15 26,0.24,1.2299999999999998,TRUE,TRUE
15 26,0.24,0.6,TRUE,TRUE
15 26,50.57333333333333,12.943333333333332,FALSE,TRUE
15 26,1.32,13.093333333333332,TRUE,TRUE
15 26,0.12,13.063333333333333,TRUE,FALSE
15 26,0.12,13.033333333333331,TRUE,FALSE
15 26,21.786666666666665,5.836666666666666,FALSE,FALSE
15 26,3.666666666666666,6.423333333333332,FALSE,FALSE
15 26,9.333333333333332,8.726666666666665,FALSE,FALSE
15 26,30.413333333333334,16.299999999999997,FALSE,FALSE
15 26,0.16,10.893333333333333,TRUE,TRUE
15 26,44.82666666666667,21.183333333333334,FALSE,TRUE
15 26,0.08,18.87,TRUE,TRUE
15 26,47.666666666666664,23.183333333333334,FALSE,TRUE
15 26,56.40666666666666,37.245,FALSE,TRUE
15 26,7.666666666666667,27.955,TRUE,TRUE
15 26,8.413333333333332,30.03833333333333,TRUE,TRUE
15 26,52.33333333333333,31.205,FALSE,TRUE
15 26,28.906666666666666,24.33,FALSE,TRUE
15 26,24.986666666666668,28.66,FALSE,TRUE
15 26,25,32.806666666666665,FALSE,TRUE
15 26,33.16,28.013333333333332,FALSE,TRUE
15 26,18.32,25.366666666666667,FALSE,TRUE
15 26,33.41333333333333,27.47333333333333,FALSE,TRUE
15 26,28.879999999999995,28.443333333333328,FALSE,TRUE
15 26,7.666666666666666,22.069999999999997,TRUE,TRUE
15 27,1.3199999999999998,NA,NA,FALSE
15 27,2.2,NA,NA,FALSE
15 27,0.24,NA,NA,FALSE
15 27,0.24,1,TRUE,FALSE
15 27,0.48,0.79,FALSE,FALSE
15 27,0.24,0.3,FALSE,FALSE
15 27,0.36,0.32999999999999996,FALSE,FALSE
15 27,0.6,0.42,FALSE,FALSE
15 27,0.36,0.39,FALSE,FALSE
15 27,0.48,0.44999999999999996,FALSE,FALSE
15 27,0.72,0.54,FALSE,FALSE
15 27,0.24,0.44999999999999996,FALSE,FALSE
15 27,0.84,0.57,FALSE,FALSE
15 27,0.12,0.48,TRUE,FALSE
15 27,0.6,0.44999999999999996,FALSE,FALSE
15 27,1.32,0.72,FALSE,FALSE
15 27,0.12,0.54,TRUE,FALSE
15 27,0.36,0.6,FALSE,FALSE
15 27,1.3199999999999998,0.78,FALSE,FALSE
15 27,0.24,0.51,TRUE,FALSE
15 27,0.24,0.5399999999999999,TRUE,FALSE
15 27,0.36,0.5399999999999999,FALSE,FALSE
15 27,0.12,0.24000000000000002,TRUE,FALSE
15 27,1.44,0.54,FALSE,TRUE
15 27,3.48,1.35,FALSE,TRUE
15 27,2.32,1.84,FALSE,TRUE
15 27,0.72,1.99,TRUE,TRUE
15 27,1.2,1.9300000000000002,FALSE,TRUE
15 27,0.72,1.2400000000000002,FALSE,TRUE
15 27,1.2,0.9600000000000002,FALSE,TRUE
15 27,0.24,0.8400000000000001,TRUE,TRUE
15 27,0.36,0.6300000000000001,FALSE,TRUE
15 27,0.84,0.6600000000000001,FALSE,TRUE
15 27,3.12,1.1400000000000001,FALSE,TRUE
15 27,0.12,1.11,TRUE,FALSE
15 27,0.12,1.0500000000000003,TRUE,FALSE
15 27,0.24,0.9000000000000001,TRUE,TRUE
15 27,0.08,0.14000000000000018,FALSE,TRUE
15 27,0.08,0.13000000000000017,FALSE,TRUE
15 27,0.16,0.14000000000000018,FALSE,TRUE
15 27,0.08,0.10000000000000019,FALSE,TRUE
15 27,0.08,0.10000000000000019,FALSE,TRUE
15 27,0.16,0.12000000000000019,FALSE,TRUE
15 27,0.08,0.10000000000000019,FALSE,TRUE
15 27,0.08,0.10000000000000019,FALSE,TRUE
